,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
310,60,RL,,7685,2,0,3,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,No,5,518.0,1,0.0,179.0,697.0,GasA,4,Y,SBrkr,697,804,0,1501,0.0,0.0,2,1,3,1,4.0,6,8.0,1,3,Attchd,1993.0,Fin,2.0,420.0,3,3,2,190,63,0,0,0,0,0,0,None,0,5,2006,WD,Normal
311,20,RL,50.0,8000,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,No,5,680.0,1,0.0,292.0,972.0,GasA,5,Y,SBrkr,972,0,0,972,1.0,0.0,1,0,2,1,3.0,5,8.0,1,4,Detchd,1948.0,Unf,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal
312,190,RM,65.0,7800,2,0,4,Lvl,4.0,Inside,3,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4,3,1,3,507.0,1,0.0,286.0,793.0,GasA,3,Y,SBrkr,793,325,0,1118,1.0,0.0,1,0,3,1,3.0,5,8.0,1,4,Detchd,1939.0,Unf,2.0,410.0,3,3,2,0,0,0,0,271,0,0,3,None,0,5,2006,WD,Normal
313,20,RL,150.0,215245,2,0,1,Low,4.0,Inside,1,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,4,3,3,5,1236.0,3,820.0,80.0,2136.0,GasW,3,Y,SBrkr,2036,0,0,2036,2.0,0.0,2,0,3,1,3.0,8,8.0,2,4,Attchd,1965.0,RFn,2.0,513.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Normal
314,70,RM,60.0,9600,2,1,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,4,No,2,16.0,1,0.0,712.0,728.0,GasA,5,Y,SBrkr,832,809,0,1641,0.0,1.0,1,1,3,1,5.0,6,8.0,1,4,Detchd,1925.0,Unf,2.0,546.0,2,3,2,0,0,234,0,0,0,0,0,None,0,8,2006,WD,Normal
315,60,RL,71.0,7795,2,0,3,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,425.0,1,0.0,291.0,716.0,GasA,5,Y,SBrkr,716,716,0,1432,1.0,0.0,2,1,3,1,4.0,6,8.0,1,4,Attchd,2004.0,Fin,2.0,432.0,3,3,2,100,51,0,0,0,0,0,0,None,0,7,2009,WD,Normal
316,60,RL,94.0,13005,2,0,3,Lvl,4.0,Corner,3,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,4,3,CBlock,4,3,No,6,692.0,1,0.0,153.0,845.0,GasA,3,Y,SBrkr,1153,1200,0,2353,1.0,0.0,2,1,4,1,5.0,10,8.0,1,3,Attchd,1983.0,RFn,2.0,484.0,3,3,2,288,195,0,0,0,0,0,4,None,0,8,2009,WD,Normal
317,60,FV,75.0,9000,2,0,4,Lvl,4.0,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1088.0,1088.0,GasA,5,Y,SBrkr,1088,871,0,1959,0.0,0.0,2,1,3,1,4.0,8,8.0,1,4,Attchd,2006.0,RFn,3.0,1025.0,3,3,2,208,46,0,0,0,0,0,0,None,0,12,2007,WD,Normal
318,60,RL,90.0,9900,2,0,4,Low,4.0,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,3,PConc,4,3,3,6,987.0,1,0.0,360.0,1347.0,GasA,5,Y,SBrkr,1372,1274,0,2646,1.0,0.0,2,1,4,1,4.0,9,8.0,1,3,Attchd,1993.0,RFn,3.0,656.0,3,3,2,340,60,144,0,0,0,0,0,None,0,4,2009,WD,Normal
319,80,RL,,14115,2,0,4,Lvl,4.0,Inside,3,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,3,3,CBlock,4,3,2,6,1036.0,1,0.0,336.0,1372.0,GasA,3,Y,SBrkr,1472,0,0,1472,1.0,0.0,2,0,3,1,3.0,6,8.0,2,3,Attchd,1980.0,Unf,2.0,588.0,3,3,2,233,48,0,0,0,0,0,0,None,0,6,2009,WD,Normal
320,60,RL,111.0,16259,2,0,4,Lvl,4.0,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,3,3,PConc,5,4,2,1,0.0,1,0.0,1249.0,1249.0,GasA,5,Y,SBrkr,1249,1347,0,2596,0.0,0.0,3,1,4,1,4.0,9,8.0,0,0,Attchd,2006.0,RFn,3.0,840.0,3,3,2,240,154,0,0,0,0,0,0,None,0,9,2006,New,Partial
321,60,RL,99.0,12099,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,4,3,PConc,5,3,2,6,970.0,1,0.0,166.0,1136.0,GasA,5,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,4.0,10,8.0,1,4,BuiltIn,2004.0,Fin,3.0,872.0,3,3,2,184,154,0,0,0,0,0,0,None,0,6,2007,WD,Normal
322,60,RL,86.0,10380,2,0,3,Lvl,4.0,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,4,3,CBlock,3,3,3,2,28.0,5,1474.0,0.0,1502.0,GasA,5,Y,SBrkr,1553,1177,0,2730,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1987.0,Fin,2.0,576.0,3,3,2,201,96,0,0,0,0,0,3,None,0,8,2007,WD,Normal
323,20,RM,49.0,5820,2,0,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,No,5,256.0,1,0.0,906.0,1162.0,GasA,5,Y,SBrkr,1163,0,0,1163,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1955.0,Unf,1.0,220.0,2,3,2,142,98,0,0,0,0,0,0,None,0,7,2006,WD,Normal
324,80,RL,96.0,11275,2,0,4,Lvl,4.0,Corner,3,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,4,4,CBlock,4,3,No,1,0.0,1,0.0,710.0,710.0,GasA,5,Y,SBrkr,1898,1080,0,2978,0.0,0.0,2,1,5,1,4.0,11,8.0,1,4,BuiltIn,1961.0,Fin,2.0,564.0,3,3,2,240,0,0,0,0,0,0,0,None,0,6,2010,WD,Normal
325,45,RM,50.0,5000,2,0,4,Lvl,4.0,Inside,3,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,4,116.0,1,0.0,604.0,720.0,GasA,1,N,FuseF,803,0,0,803,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1941.0,Unf,2.0,360.0,3,3,2,0,0,244,0,0,0,0,0,None,0,12,2007,WD,Normal
326,120,RL,32.0,10846,2,0,3,Lvl,4.0,CulDSac,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,PConc,4,3,3,6,1619.0,1,0.0,100.0,1719.0,GasA,5,Y,SBrkr,1719,0,0,1719,2.0,0.0,1,1,1,1,4.0,6,8.0,2,4,Attchd,1993.0,Fin,2.0,473.0,3,3,2,122,30,0,0,0,0,0,0,None,0,5,2008,Con,Normal
327,20,RL,80.0,11600,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,3,3,CBlock,3,3,No,3,565.0,1,0.0,818.0,1383.0,GasA,3,Y,SBrkr,1383,0,0,1383,0.0,0.0,1,1,3,1,3.0,7,8.0,0,0,Attchd,1960.0,RFn,1.0,292.0,3,3,2,0,45,0,0,0,0,0,0,None,0,4,2006,WD,Normal
328,75,RL,,11888,2,2,3,Bnk,4.0,Inside,3,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,No,1,0.0,1,0.0,844.0,844.0,GasA,4,N,FuseA,1445,689,0,2134,0.0,0.0,2,0,5,1,4.0,10,8.0,0,0,Detchd,1930.0,Unf,2.0,441.0,3,3,2,0,60,268,0,0,0,0,0,None,0,7,2009,WD,Normal
329,70,RM,60.0,6402,2,0,4,Lvl,4.0,Corner,3,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,596.0,596.0,GasA,3,N,SBrkr,596,596,0,1192,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Detchd,1920.0,Unf,1.0,189.0,2,2,0,0,0,137,0,0,0,0,2,None,0,7,2009,WD,Normal
330,90,RL,,10624,2,0,3,Lvl,4.0,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,No,6,40.0,3,264.0,1424.0,1728.0,GasA,3,Y,SBrkr,1728,0,0,1728,0.0,1.0,2,0,6,2,3.0,10,8.0,0,0,Detchd,2002.0,Unf,1.0,352.0,3,3,2,155,0,0,0,0,0,0,0,None,0,11,2007,WD,Normal
331,20,RL,70.0,8176,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,3,846.0,1,0.0,210.0,1056.0,GasA,2,Y,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1958.0,RFn,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2007,WD,Normal
332,20,RL,85.0,10655,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,No,6,1124.0,0,479.0,1603.0,3206.0,GasA,5,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,2003.0,RFn,3.0,880.0,3,3,2,0,0,0,0,0,0,0,0,None,0,10,2009,WD,Normal
333,120,RM,59.0,8198,2,0,4,Lvl,4.0,FR3,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,4,3,PConc,4,3,2,6,720.0,1,0.0,638.0,1358.0,GasA,5,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2004.0,RFn,2.0,484.0,3,3,2,192,30,0,0,0,0,0,0,None,0,7,2008,WD,Normal
334,60,RL,59.0,9042,2,0,3,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,828.0,1,0.0,115.0,943.0,GasA,4,Y,SBrkr,943,695,0,1638,1.0,0.0,2,1,3,1,3.0,7,8.0,2,3,Attchd,1998.0,Fin,2.0,472.0,3,3,2,100,38,0,0,0,0,0,0,None,0,7,2008,WD,Normal
335,190,RL,,164660,1,0,3,HLS,4.0,Corner,1,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,3,5,1249.0,4,147.0,103.0,1499.0,GasA,5,Y,SBrkr,1619,167,0,1786,2.0,0.0,2,0,3,1,3.0,7,8.0,2,4,Attchd,1965.0,Fin,2.0,529.0,3,3,2,670,0,0,0,0,0,0,0,Shed,700,8,2008,WD,Normal
336,20,RL,86.0,14157,2,0,3,HLS,4.0,Corner,3,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,4,3,PConc,5,3,3,6,1249.0,1,0.0,673.0,1922.0,GasA,5,Y,SBrkr,1922,0,0,1922,1.0,0.0,2,0,3,1,4.0,8,8.0,1,4,Attchd,2005.0,Fin,3.0,676.0,3,3,2,178,51,0,0,0,0,0,0,None,0,7,2007,WD,Normal
337,20,RL,70.0,9135,2,0,4,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,4,3,PConc,4,3,2,6,810.0,1,0.0,726.0,1536.0,GasA,5,Y,SBrkr,1536,0,0,1536,1.0,0.0,2,0,3,1,4.0,7,8.0,0,0,Attchd,2002.0,RFn,2.0,532.0,3,3,2,192,74,0,0,0,0,0,0,None,0,12,2008,WD,Normal
338,20,RL,91.0,14145,2,0,4,Lvl,4.0,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,1,5,213.0,1,0.0,995.0,1208.0,GasA,5,Y,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,4.0,8,8.0,0,0,Attchd,1984.0,RFn,2.0,440.0,3,3,2,108,45,0,0,0,0,0,0,Shed,400,5,2006,WD,Normal
339,20,RL,66.0,12400,2,0,3,Lvl,4.0,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3,2,No,3,585.0,1,0.0,630.0,1215.0,GasA,3,Y,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,3.0,6,8.0,0,0,Attchd,1958.0,Unf,1.0,297.0,3,3,2,0,0,0,0,234,0,0,0,None,0,6,2009,WD,Normal
340,60,RL,85.0,14191,2,0,4,Lvl,4.0,Inside,3,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0.0,1,0.0,967.0,967.0,GasA,5,Y,SBrkr,993,915,0,1908,0.0,0.0,2,1,4,1,4.0,9,8.0,0,0,Attchd,2002.0,Fin,2.0,431.0,3,3,2,135,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal
341,20,RH,60.0,8400,2,0,4,Lvl,4.0,Inside,3,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,2,2,CBlock,3,2,No,1,0.0,1,0.0,721.0,721.0,GasA,4,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,3.0,4,8.0,0,0,CarPort,1950.0,Unf,1.0,294.0,3,3,0,250,0,24,0,0,0,0,0,None,0,9,2009,WD,Normal
342,90,RL,,8544,2,0,4,Lvl,4.0,Inside,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseA,1040,0,0,1040,0.0,0.0,2,0,2,2,3.0,6,8.0,0,0,Detchd,1949.0,Unf,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2006,WD,Normal
343,120,RL,63.0,8849,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,5,3,PConc,5,3,No,6,28.0,1,0.0,1656.0,1684.0,GasA,5,Y,SBrkr,1684,0,0,1684,0.0,0.0,2,0,2,1,5.0,6,8.0,1,5,Attchd,2005.0,RFn,2.0,564.0,3,3,2,495,72,0,0,0,0,0,0,None,0,7,2008,WD,Normal
344,160,RM,36.0,2592,2,0,4,Lvl,4.0,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,No,3,129.0,4,232.0,175.0,536.0,GasA,3,Y,SBrkr,536,576,0,1112,0.0,0.0,1,1,3,1,3.0,4,8.0,0,0,Attchd,1976.0,Unf,1.0,336.0,3,3,2,182,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal
345,50,RL,65.0,6435,2,0,4,Lvl,4.0,Inside,3,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,No,1,0.0,1,0.0,972.0,972.0,GasA,4,Y,SBrkr,972,605,0,1577,0.0,0.0,1,0,3,1,2.0,6,8.0,1,4,Detchd,1939.0,Unf,1.0,312.0,3,3,2,0,0,0,0,0,0,0,0,None,0,10,2006,WD,Normal
346,20,RL,,12772,2,0,3,Lvl,4.0,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,4,498.0,1,0.0,460.0,958.0,GasA,3,Y,SBrkr,958,0,0,958,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Attchd,1960.0,RFn,1.0,301.0,3,3,2,0,0,0,0,0,0,0,0,Gar2,15500,4,2007,WD,Normal
347,20,RL,,17600,2,0,3,Lvl,4.0,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,3,3,CBlock,3,3,No,4,1270.0,1,0.0,208.0,1478.0,GasA,5,Y,FuseA,1478,0,0,1478,1.0,0.0,2,0,3,1,3.0,6,8.0,2,4,Attchd,1960.0,Unf,2.0,498.0,3,3,2,0,40,0,0,0,0,0,0,None,0,12,2009,WD,Normal
348,160,RL,36.0,2448,2,0,4,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,3,PConc,4,3,No,6,573.0,1,0.0,191.0,764.0,GasA,5,Y,SBrkr,764,862,0,1626,1.0,0.0,2,1,2,1,4.0,6,8.0,0,0,BuiltIn,2003.0,RFn,2.0,474.0,3,3,2,0,27,0,0,0,0,0,0,None,0,10,2008,WD,Normal
349,60,RL,56.0,20431,2,0,2,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,5,3,PConc,5,3,No,6,1410.0,1,0.0,438.0,1848.0,GasA,5,Y,SBrkr,1848,880,0,2728,1.0,0.0,2,1,4,1,5.0,10,8.0,2,5,Attchd,2006.0,Fin,3.0,706.0,3,3,2,0,0,0,0,0,0,0,0,None,0,4,2006,New,Partial
350,120,RL,68.0,7820,2,0,3,Lvl,4.0,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,5,3,PConc,5,3,No,1,0.0,1,0.0,1869.0,1869.0,GasA,5,Y,SBrkr,1869,0,0,1869,0.0,0.0,2,0,2,1,5.0,6,8.0,1,4,Attchd,2007.0,RFn,2.0,617.0,3,3,2,210,54,0,0,0,0,0,0,None,0,12,2007,New,Partial
351,120,RL,,5271,2,0,3,Low,4.0,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,4,3,3,6,1082.0,1,0.0,371.0,1453.0,GasA,4,Y,SBrkr,1453,0,0,1453,1.0,0.0,1,1,2,1,4.0,6,8.0,1,3,Attchd,1986.0,RFn,2.0,445.0,3,3,2,0,80,0,0,184,0,0,0,None,0,12,2006,WD,Abnorml
352,50,RL,60.0,9084,2,0,4,Lvl,4.0,Inside,3,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,2,1,2,236.0,3,380.0,0.0,616.0,GasA,3,N,SBrkr,616,495,0,1111,0.0,1.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,1941.0,Unf,1.0,200.0,3,2,2,48,0,0,0,0,0,0,0,None,0,3,2008,ConLw,Normal
353,30,RM,60.0,8520,2,0,4,Lvl,4.0,Inside,3,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,BrkTil,3,3,No,1,0.0,1,0.0,624.0,624.0,GasA,4,Y,SBrkr,720,0,0,720,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,2005.0,Unf,2.0,484.0,3,3,2,106,0,0,0,0,0,0,0,None,0,5,2010,WD,Normal
354,50,RL,60.0,8400,2,0,4,Bnk,4.0,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,3,3,CBlock,3,3,No,2,388.0,1,0.0,552.0,940.0,GasA,5,Y,SBrkr,1192,403,0,1595,0.0,0.0,1,0,2,1,3.0,6,8.0,2,4,Attchd,1940.0,Unf,1.0,240.0,3,3,2,0,0,108,0,0,0,0,0,None,0,6,2006,WD,Normal
355,20,RL,105.0,11249,2,0,2,Lvl,4.0,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,4,4,No,5,334.0,4,544.0,322.0,1200.0,GasA,5,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,1995.0,RFn,2.0,521.0,3,3,2,0,26,0,0,0,0,0,0,None,0,8,2007,WD,Normal
356,20,RL,,9248,2,0,3,Lvl,4.0,Inside,3,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,106.0,3,3,PConc,4,3,No,6,560.0,1,0.0,598.0,1158.0,GasA,4,Y,SBrkr,1167,0,0,1167,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,1992.0,RFn,2.0,400.0,3,3,2,120,26,0,0,0,0,0,0,None,0,7,2009,WD,Normal
357,120,RM,44.0,4224,2,0,4,Lvl,4.0,Inside,3,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4,3,No,5,874.0,1,0.0,268.0,1142.0,GasA,3,Y,SBrkr,1142,0,0,1142,1.0,0.0,1,1,3,1,3.0,6,8.0,1,1,Attchd,1976.0,Fin,2.0,528.0,3,3,2,536,90,0,0,0,0,0,3,None,0,8,2007,WD,Normal
358,80,RL,92.0,6930,2,0,3,Lvl,4.0,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,3,3,CBlock,3,3,2,4,300.0,3,294.0,468.0,1062.0,GasA,5,Y,FuseF,1352,0,0,1352,0.0,1.0,1,0,3,1,4.0,6,6.0,0,0,BuiltIn,1958.0,Unf,1.0,288.0,3,3,2,168,0,294,0,0,0,0,0,None,0,7,2006,WD,Abnorml
359,60,RL,78.0,12011,2,0,3,Lvl,4.0,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,530.0,4,3,PConc,4,3,2,6,956.0,1,0.0,130.0,1086.0,GasA,5,Y,SBrkr,1086,838,0,1924,1.0,0.0,2,1,3,1,4.0,7,8.0,1,3,Attchd,1998.0,RFn,2.0,592.0,3,3,2,208,75,0,0,374,0,0,0,None,0,6,2006,WD,Normal
360,85,RL,,7540,2,0,3,Lvl,4.0,CulDSac,3,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,2,6,773.0,1,0.0,115.0,888.0,GasA,5,Y,SBrkr,912,0,0,912,1.0,0.0,1,0,2,1,3.0,5,8.0,1,3,Attchd,1978.0,RFn,2.0,470.0,3,3,2,0,0,0,0,192,0,0,3,None,0,6,2007,WD,Normal
361,50,RL,,9144,2,2,4,Lvl,4.0,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1940,1982,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,3,399.0,1,0.0,484.0,883.0,GasA,4,Y,SBrkr,988,517,0,1505,1.0,0.0,1,0,3,1,3.0,8,8.0,0,0,Detchd,1940.0,Unf,1.0,240.0,3,3,0,0,0,0,0,0,0,0,0,None,0,7,2008,WD,Normal
362,85,RL,64.0,7301,2,0,4,Lvl,4.0,Corner,3,Edwards,Norm,Norm,1Fam,SFoyer,7,5,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,4,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,5,Y,SBrkr,495,1427,0,1922,0.0,0.0,3,0,4,1,4.0,7,8.0,1,5,BuiltIn,2003.0,RFn,2.0,672.0,3,3,2,0,0,177,0,0,0,0,0,None,0,7,2009,ConLD,Normal
363,160,RM,21.0,1680,2,0,4,Lvl,4.0,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,6,8,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,3,3,CBlock,3,3,No,5,162.0,1,0.0,321.0,483.0,GasA,4,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,4.0,5,8.0,0,0,Detchd,1972.0,Unf,1.0,264.0,3,3,2,250,0,0,0,0,0,0,0,None,0,5,2009,WD,Normal
